ID,Ilce_Adi,Mahalle_Adi,Bufe_Adi,Enlem,Boylam
468,GAZİOSMANPAŞA,KAZIM KARABEKİR,Yeni Yeşilpınar Büfe,41.0746229979223,28.9173529997092
469,MALTEPE,CEVİZLİ,Maltepe Koruma Büfe,40.9176639980561,29.1442369995627
470,ŞİŞLİ,KUŞTEPE,Karkuyusu Büfe,41.0674449979938,28.9897130001534
471,ESENYURT,ŞEHİTLER,Kıraç 2,41.0333349983331,28.6597899998804
472,GAZİOSMANPAŞA,BARBAROS HAYRETTİN PAŞA,B.h.paşa 1 Büfe,41.0758619979616,28.8963760001877
473,SULTANBEYLİ,YAVUZ SELİM,Bahçe,40.9445409985273,29.2712890005981
474,PENDİK,FEVZİ ÇAKMAK,Üst Kaynarca Büfe,40.8786369984491,29.2665139999267
475,GAZİOSMANPAŞA,KARADENİZ,Karadeniz 1 B,41.0824269977519,28.8795920001643
476,BAYRAMPAŞA,YILDIRIM,Kınalıada Büfe,41.0692619678311,28.8920354514
477,KÜÇÜKÇEKMECE,ATAKENT,Soyak Büfe,41.049426998572,28.7838989997744
478,ZEYTİNBURNU,TELSİZ,Telsiz 2 Büfe,40.9977019984283,28.9139839995342
479,KÜÇÜKÇEKMECE,İNÖNÜ,İnönü 1,41.0201069983652,28.79745299961
480,SULTANGAZİ,ESENTEPE,Esentepe 2,41.1017856019255,28.8808338638217
481,KADIKÖY,19 MAYIS,Kazasker Büfe,40.9690179979532,29.0854869998667
482,SULTANGAZİ,CEBECİ,Cebeci 1,41.1106403703335,28.8639308711166
483,TUZLA,AYDINLI,Aydınlı Merkez,40.8707109982046,29.329948999706
484,ÜSKÜDAR,BULGURLU,Bulgurlu Büfe,41.0162762027146,29.0813241880476
485,FATİH,AKSARAY,Yeni Kapı Büfe,41.006102997769,28.953195999576
486,TUZLA,İÇMELER,İçmeler Büfe,40.8492289978306,29.3047109997077
487,ESENLER,MENDERES,Menderes Büfe,41.0443529983051,28.8749360003649
488,KÜÇÜKÇEKMECE,SÖĞÜTLÜ ÇEŞME,Söğütlüçeşme,41.0192953274025,28.782328435764
489,ESENLER,DAVUTPAŞA,Tolga Büfe,41.0334210850252,28.893931669821
490,ESENYURT,ÇINAR,Esenyurt Camii,41.0369776787276,28.6693712127246
491,SARIYER,HUZUR,Seyrantepe Büfe,41.0995759982487,28.9936979994399
492,BAŞAKŞEHİR,ALTINŞEHİR,Şahintepe 3 Büfe,41.063762998191,28.7469220002588
493,GAZİOSMANPAŞA,ŞEMSİPAŞA,Şemsipaşa Büfe,41.0694299983738,28.9071610005364
494,KÜÇÜKÇEKMECE,KEMALPAŞA,Çardaktepe Büfe,41.0029120957636,28.7899778877555
495,SARIYER,BAHÇEKÖY YENİMAHALLE,Bahçeköy,41.1793298928657,28.9927696799101
496,ŞİŞLİ,TEŞVİKİYE,Nilüfer Hatun Büfe,41.051461998602,28.9940509994869
497,BAHÇELİEVLER,ZAFER,Yenibosna Büfe,40.9994099980443,28.8345150003883
498,BAŞAKŞEHİR,BAŞAK,Başak Center Büfe,41.0984439986141,28.8051970000464
499,ESENYURT,NAMIK KEMAL,Abdi İpekçi Büfe,41.0108329980286,28.6921150003397
500,BAYRAMPAŞA,KARTALTEPE,Saçu Büfe,41.0558749330841,28.9037839938779
501,ÜMRANİYE,MADENLER,Madenler Büfe,41.0132714529581,29.190602025432
502,PENDİK,ESENYALI,Piri Reis Büfe,40.8579689982236,29.2932740000125
503,BAHÇELİEVLER,KOCASİNAN MERKEZ,Mahmutbey Yolu Büfe,41.0177564544823,28.8417597667029
504,EYÜPSULTAN,İSLAMBEY,Eyüp Sultan Büfe,41.0495349978106,28.929191999798
505,ÜSKÜDAR,ÜNALAN,Ünalan Merkez,41.0026828435357,29.066191129336
506,GAZİOSMANPAŞA,FEVZİ ÇAKMAK,Kazım Karabekir,41.0750961101163,28.9067746415732
507,ÜMRANİYE,İSTİKLAL,Anafartalar Büfe,41.0157348468142,29.1003193336651
508,ÜMRANİYE,IHLAMURKUYU,Ihlamurkuyu,41.018513998214,29.1407569997697
509,ÜMRANİYE,NAMIK KEMAL,Marmara Büfe,41.0198208195151,29.0966913232277
510,ÜSKÜDAR,BAHÇELİEVLER,Çengelköy İtfaiye,41.0468656182652,29.0765016316075
511,ÜMRANİYE,SARAY,Site Büfe,41.0220987802789,29.1166555829546
512,EYÜPSULTAN,RAMİ YENİ,Tantavi Büfe,41.0514749977765,28.9187800000089
513,TUZLA,MİMAR SİNAN,Şifa Kiptaş 2,40.8406349980866,29.3640609997065
514,ESENLER,TUNA,Hakkı Başar Büfe,41.0453689986098,28.8654420000017
515,ÜMRANİYE,CEMİL MERİÇ,Cemil Meriç Büfe,41.0275929980376,29.1490400001129
516,GAZİOSMANPAŞA,MERKEZ,G.o.paşa Meydan Büfe,41.0577609978725,28.9122609997494
517,GAZİOSMANPAŞA,FEVZİ ÇAKMAK,Yaman Büfe,41.0715259977783,28.9084729999445
518,ÜMRANİYE,ESENŞEHİR,Dudullu Merkez,41.0107759981139,29.1700490002784
519,ESENYURT,MEHTERÇEŞME,Mehterçeşme Büfe,41.0179339982773,28.6649069999351
520,KADIKÖY,MERDİVENKÖY,Gökay Büfe,40.9817229980431,29.0688999996997
521,BAŞAKŞEHİR,ŞAHİNTEPE,Şahintepe 2 Büfe,41.0778889983602,28.7270750001302
522,BEYOĞLU,CİHANGİR,Taksim İlyardım Büfe,41.0326229981549,28.9836919999057
523,KÜÇÜKÇEKMECE,HALKALI MERKEZ,Tuna Büfe,41.032834997852,28.7991450001473
524,KÜÇÜKÇEKMECE,İNÖNÜ,Maslakçeşme-2 Büfe,41.0222189986264,28.7967250003823
525,BAĞCILAR,KAZIM KARABEKİR,Medicana Hospital Büfe,41.0304219984143,28.8393250001707
526,SULTANGAZİ,CUMHURİYET,Siteler,41.0840711209761,28.8749338629408
527,KAĞITHANE,TALATPAŞA,Ekmek Teknesi Büfe,41.0634399977357,28.968170000526
528,SULTANGAZİ,75. YIL,Gazi Başar,41.0957031133762,28.905282727155
529,ÇATALCA,KALEİÇİ,Çatalca Büfe,41.1440849979301,28.4600450001961
530,BAHÇELİEVLER,HÜRRİYET,Kaya Büfe,40.9958469984632,28.8386509996803
531,BAŞAKŞEHİR,BAŞAKŞEHİR,Onurkent,41.1093412908907,28.7872991920146
532,BEYLİKDÜZÜ,KAVAKLI,İhlas Marmara Büfe,40.985382997949,28.6576430000463
533,KÜÇÜKÇEKMECE,ATAKENT,Menekşe Büfe,41.0372299985438,28.7750149995648
534,ESENYURT,BAĞLARÇEŞME,Bağlarçeşme,41.0352530873562,28.6751358263916
535,SULTANGAZİ,ESENTEPE,İsmetpaşa 3 Büfe,41.099365998047,28.882794999442
536,BÜYÜKÇEKMECE,TÜRKOBA,Kiptaş Tepecik Büfe,41.0248429986274,28.5148160003669
537,GAZİOSMANPAŞA,MERKEZ,Çiğdem Büfe,41.0636103845021,28.9097979072832
538,BEYOĞLU,KÜÇÜK PİYALE,Turabi Büfe,41.0352269985228,28.9684360002162
539,ÜSKÜDAR,MİMAR SİNAN,Üsküdar Meydan Büfe,41.0265629981329,29.0161799995226
540,KARTAL,SOĞANLIK YENİ,Soğanlık Büfe,40.913444997885,29.1936990000468
541,ŞİLE,ÇAVUŞ,Şile Merkez Büfe,41.1726329984832,29.608952000021
542,MALTEPE,ALTINTEPE,Fidanlık Büfe,40.9548969980999,29.1006860001057
543,ZEYTİNBURNU,NURİPAŞA,Türkistan Büfe,40.9867479037527,28.8991652704575
