_id,PARK_NAME,LOCATION_NAME,PARK_TYPE_ID,PARK_TYPE_DESC,CAPACITY_OF_PARK,WORKING_TIME,COUNTY_NAME,LONGITUDE,LATITUDE
146,Ragıp Gümüşpala Açık Otoparkı,Ragıp Gümüşpala Açık Otopark,AÇIK OTOPARK,AÇIK OTOPARK,300,07:00-19:00,FATİH,28.9625371803385008,41.0212466773958013
147,Yenikapı Tünel Üstü Açık Otoparkı,Yenikapı Tünel Üstü Açık Otopark,AÇIK OTOPARK,AÇIK OTOPARK,700,24 Saat,FATİH,28.9540604821248984,41.0024461865613006
148,Pendik Yenişehir Mustafa Akyol Sokak 1,Pendik Yenişehir Mustafa Akyol Soka,YOL ÜSTÜ,YOL ÜSTÜ,115,08:00-19:00,PENDİK,29.3083834663339005,40.9265207879997988
149,Hamidiye Mahallesi Katlı Otoparkı,Hamidiye Mahallesi Katlı Otopark,KAPALI OTOPARK,KAPALI OTOPARK,450,24 Saat,KAĞITHANE,28.9709968956160004,41.0949064167937976
150,Kadıköy Metro 2 Açık Otoparkı,Kadıköy Metro 2 Açık Otopark,AÇIK OTOPARK,AÇIK OTOPARK,100,24 Saat,KADIKÖY,29.0207236770373989,40.9888222286009025
151,Şemsipaşa Açık Otoparkı,Şemsipaşa Açık Otopark,AÇIK OTOPARK,AÇIK OTOPARK,80,24 Saat,ÜSKÜDAR,29.0097754176427003,41.0255479298422969
152,Bağcılar Göztepe Zemin Altı,Bağcılar Göztepe Zemin Alt,KAPALI OTOPARK,KAPALI OTOPARK,120,24 Saat,BAĞCILAR,28.8354305719794013,41.0564331827690978
153,Sabancı Öğretmenevi Açık Otoparkı,Sabancı Öğretmenevi Açık Otopark,AÇIK OTOPARK,AÇIK OTOPARK,350,24 Saat,BEYKOZ,29.0688869508228009,41.0793995821568032
154,Küçüksu Kasrı Açık Otoparkı,Küçüksu Kasrı Açık Otopark,AÇIK OTOPARK,AÇIK OTOPARK,200,07:00-23:00,BEYKOZ,29.0655611359131001,41.0785592750628012
155,Azapkapı Haliç Metro Otoparkı,Azapkapı Haliç Metro Otopark,AÇIK OTOPARK,AÇIK OTOPARK,130,24 Saat,ŞİŞLİ,28.9687443288827993,41.024188581819601
156,Ataşehir Umut Sokak Açık Otoparkı,Ataşehir Umut Sokak Açık Otopark,AÇIK OTOPARK,AÇIK OTOPARK,60,08:00-18:00,ATAŞEHİR,29.1013688141632016,40.9720450780397982
157,Ümraniye Toya Sokak 1,Ümraniye Toya Soka,YOL ÜSTÜ,YOL ÜSTÜ,34,07:45-17:00,ÜMRANİYE,29.1137750926334,41.0263086617048032
158,Yeşilce Zemin Altı Katlı Otoparkı,Yeşilce Zemin Altı Katlı Otopark,KAPALI OTOPARK,KAPALI OTOPARK,769,24 Saat,KAĞITHANE,29.0027566533068999,41.0937237836330027
159,Kartal Savarona Sahil Cep,Kartal Savarona Sahil Ce,AÇIK OTOPARK,AÇIK OTOPARK,60,07:00-18:00,KARTAL,29.1821139433891013,40.8859385368830033
160,Suadiye Sahil Açık Otoparkı,Suadiye Sahil Açık  Otopark,AÇIK OTOPARK,AÇIK OTOPARK,104,24 Saat,KADIKÖY,29.0798621713300989,40.9559517784307019
161,Bahçelievler Devlet Hastanesi Yanı Katlı Otoparkı 2,Bahçelievler Devlet Hastanesi Yanı Katlı Otopark,KAPALI OTOPARK,KAPALI OTOPARK,740,24 Saat,BAHÇELİEVLER,28.8440419862630009,41.0072185283517996
162,Kadıköy Sahil Açık Otopark 2,Kadıköy Sahil Açık Otopark,AÇIK OTOPARK,AÇIK OTOPARK,50,24 Saat,KADIKÖY,29.0217758171020002,40.9911378886128972
163,Bostancı Metro Yol Üstü Otoparkı,Bostancı Metro Yol Üstü  Otopark,YOL ÜSTÜ,YOL ÜSTÜ,20,10:00-22:00,KADIKÖY,29.0966746987807987,40.9521989396889978
164,Bahçelievler Soğanlı Zemin Altı Otoparkı,Bahçelievler Soğanlı Zemin Altı Otopark,KAPALI OTOPARK,KAPALI OTOPARK,663,24 Saat,BAHÇELİEVLER,28.8581731235260008,41.0152872949500988
165,Kirazlı Metro Durağı P+R,Kirazlı Metro Durağı P+,AÇIK OTOPARK,AÇIK OTOPARK,650,24 Saat,BAĞCILAR,28.8422259547749995,41.0311288599711972
166,Beyoğlu İnönü Caddesi 6,İnönü Caddes,YOL ÜSTÜ,YOL ÜSTÜ,40,08:00-20:00,BEYOĞLU,28.9873333987000983,41.0358333354863021
167,Ahmet Fetgari Sk.,Ahmet Fetgeri-Camii Soka,YOL ÜSTÜ,YOL ÜSTÜ,21,08:00-19:00,ŞİŞLİ,28.9942028111378001,41.0500200258910013
168,Mim Kemal Öke Caddesi 1,Mim Kemal Ök,YOL ÜSTÜ,YOL ÜSTÜ,40,08:00-19:00,ŞİŞLİ,28.9903710135295007,41.050105358228997
169,Mim Kemal Öke Caddesi 2,Mim Kemal Ök,YOL ÜSTÜ,YOL ÜSTÜ,40,08:00-19:00,ŞİŞLİ,28.991190271176599,41.0493614231983983
170,Maçka Caddesi 2,Şişli Maçka Caddes,YOL ÜSTÜ,YOL ÜSTÜ,40,08:00-00:00,ŞİŞLİ,28.9930413379695011,41.0459901024179032
171,Maçka Caddesi 3,Şişli Maçka Caddes,YOL ÜSTÜ,YOL ÜSTÜ,30,08:00-00:00,ŞİŞLİ,28.9935805622588987,41.0453009048286006
172,Taşkışla Caddesi 1,Şişli Taşkışla Caddes,YOL ÜSTÜ,YOL ÜSTÜ,17,08:00-20:00,ŞİŞLİ,28.9913277384685983,41.0479459523350982
173,Kurtuluş Caddesi 4,Kurtuluş Caddes,YOL ÜSTÜ,YOL ÜSTÜ,45,08:00-18:00,ŞİŞLİ,28.9821351527487003,41.0499674365469005
174,Kurtuluş Caddesi 5,Kurtuluş Caddes,YOL ÜSTÜ,YOL ÜSTÜ,40,08:00-18:00,ŞİŞLİ,28.9812607586555018,41.0489303452745986
175,Şişli Silahşör Caddesi 1,Şişli Silahşör Caddes,YOL ÜSTÜ,YOL ÜSTÜ,40,08:00-18:00,ŞİŞLİ,28.9835577246968015,41.057156399797698
176,Yıldızposta Caddesi 6,Yıldızposta Caddes,YOL ÜSTÜ,YOL ÜSTÜ,52,08:00-18:00,BEŞİKTAŞ,29.0085647691890998,41.0655239712900979
177,Yıldızposta Caddesi 9,Yıldızposta Caddes,YOL ÜSTÜ,YOL ÜSTÜ,30,08:00-18:00,BEŞİKTAŞ,29.0059412710555016,41.0663668895064973
178,Vefa Bayırı Sokak 1,Vefa Bayırı Soka,YOL ÜSTÜ,YOL ÜSTÜ,40,08:00-18:00,BEŞİKTAŞ,29.0089320264214017,41.0648088429100966
179,Alemdağ Caddesi 1,Alemdağ Caddes,YOL ÜSTÜ,YOL ÜSTÜ,20,08:00-19:00,ÜMRANİYE,29.0999132651654016,41.0250710710963986
180,Nispetiye Caddesi 1,Nispetiye Caddes,YOL ÜSTÜ,YOL ÜSTÜ,23,08:00-19:00,BEŞİKTAŞ,29.0182192741600993,41.0753115872473984
181,Levent Çarşı 2,Levent Çarş,YOL ÜSTÜ,YOL ÜSTÜ,23,08:00-19:00,BEŞİKTAŞ,29.0153052823360014,41.0758420371334978
182,Levent Dünya Göz Önü 1,Dünya Göz Hastanesi Ön,YOL ÜSTÜ,YOL ÜSTÜ,19,08:00-19:00,BEŞİKTAŞ,29.0180833877861986,41.0733308973319993
183,Bosna Bulvarı 3,Ümraniye Bosna Bulvar,YOL ÜSTÜ,YOL ÜSTÜ,35,08:00-19:00,ÜMRANİYE,29.083465933799701,41.0256147180258992
184,Afiyet Hastanesi Önü 1,Ümraniye Afiyet Hastanesi Ön,YOL ÜSTÜ,YOL ÜSTÜ,20,08:00-18:00,ÜMRANİYE,29.0840920688961013,41.0241193216293993
185,Akçam Sokak (İş Bankası Önü) 1,Akçam Sokak (İş Bankası Önü,YOL ÜSTÜ,YOL ÜSTÜ,30,08:00-19:00,BEŞİKTAŞ,29.0080873062633984,41.0866406858705986
186,Hakimiyet-i Milliye Caddesi 4,Üsküdar Hakimiyet-i Milliye Caddes,YOL ÜSTÜ,YOL ÜSTÜ,21,08:00-19:00,ÜSKÜDAR,29.0155765414238012,41.0241820630618008
187,Perşembe Pazarı 1,Karaköy Perşembe Pazar,YOL ÜSTÜ,YOL ÜSTÜ,32,08:00-18:00,BEYOĞLU,28.9708827265182016,41.0234966570051967
188,Divan Önü 1,Bebek Arnavutköy Caddes,YOL ÜSTÜ,YOL ÜSTÜ,30,08:00-00:00,BEŞİKTAŞ,29.0457175223296993,41.070281370588603
189,Yeşil Vadi Sokak 4,Yeşil Vadi Soka,YOL ÜSTÜ,YOL ÜSTÜ,40,08:00-18:00,ATAŞEHİR,29.1058243767132012,40.9670716467852998
190,Prof.Cemil Birsel Yokuşu 1,Prof.Dr.Cemil Birsel Caddes,YOL ÜSTÜ,YOL ÜSTÜ,50,07:00-18:00,FATİH,28.9671315420326998,41.0179393988832999
191,Ragıp Gümüşpala Camii Önü 2,Ragıp Gümüşpala Caddesi (Camii Önü,YOL ÜSTÜ,YOL ÜSTÜ,36,08:00-18:00,FATİH,28.9631964794008994,41.0205909977785979
192,Kabasakal Medrese Önü,Kabasakal Medrese Ön,AÇIK OTOPARK,AÇIK OTOPARK,65,08:00-02:00,FATİH,28.9789054040700016,41.0061732093938005
193,Çağlayan 2,Çağlayan Vatan Caddes,YOL ÜSTÜ,YOL ÜSTÜ,60,08:00-18:00,KAĞITHANE,28.9818158925227998,41.0769835779501022
194,Dalbastı Sokak 1,Sultanahmet Turist Otopark,YOL ÜSTÜ,YOL ÜSTÜ,250,08:00-21:00,FATİH,28.9786523156457001,41.0061751910244965
195,Kartal Üsküdar Caddesi 1,Kartal Üsküdar Caddes,YOL ÜSTÜ,YOL ÜSTÜ,50,08:00-18:00,KARTAL,29.1835861669033001,40.8890010214121986
196,Cihannuma Yol Üstü 2,Cihannuma Yol Üstü Otopark,YOL ÜSTÜ,YOL ÜSTÜ,75,08:00-23:00,BEŞİKTAŞ,29.0093862165969014,41.0488910763028017
197,Cihannuma Yol Üstü 3,Cihannuma Yol Üstü Otopark,YOL ÜSTÜ,YOL ÜSTÜ,75,08:00-23:00,BEŞİKTAŞ,29.0091871493428002,41.0481872205022
198,Cihannuma Yol Üstü 6,Cihannuma Yol Üstü Otopark,YOL ÜSTÜ,YOL ÜSTÜ,50,08:00-23:00,BEŞİKTAŞ,29.0088712092774017,41.0452461892140974
199,Beykoz Yalıköy 1,Beykoz-Yalıkö,YOL ÜSTÜ,YOL ÜSTÜ,26,09:00-18:00,BEYKOZ,29.0886092202277986,41.1355648703720007
200,Kanlıca Barış Manço Caddesi 1,Kanlıca Barış Manço Caddes,YOL ÜSTÜ,YOL ÜSTÜ,18,09:00-19:00,BEYKOZ,29.0662089719940013,41.1001218927194998
201,Oda Kule Önü 2,Odakule Ön,YOL ÜSTÜ,YOL ÜSTÜ,30,07:00-00:00,BEYOĞLU,28.974968215683699,41.0322461629038031
202,Su Terazisi Sokak,Su Terazisi Soka,YOL ÜSTÜ,YOL ÜSTÜ,22,08:00-18:00,FATİH,28.9726776025518014,41.004580721055703
203,Aksaray Caddesi 1,Aksaray Caddes,YOL ÜSTÜ,YOL ÜSTÜ,45,08:00-18:00,FATİH,28.9543879613902,41.0077334580615016
204,Aksaray Caddesi 2,Aksaray Caddes,YOL ÜSTÜ,YOL ÜSTÜ,31,08:00-18:00,FATİH,28.9549925352072002,41.0088303270062013
205,Türbedar Sokak,Türbedar Soka,YOL ÜSTÜ,YOL ÜSTÜ,35,07:00-17:00,FATİH,28.9724379883571004,41.0089437566606989
206,Siyavuş Paşa Sokak,Siyavuş Paşa Soka,YOL ÜSTÜ,YOL ÜSTÜ,18,07:30-18:00,FATİH,28.9660103528593993,41.0153209172543995
207,Kadıköy Eğitim Mahallesi Açık Otoparkı,Kadıköy Eğitim Mahallesi Açık Otopark,AÇIK OTOPARK,AÇIK OTOPARK,50,08:00-19:00,KADIKÖY,29.0425933816987012,40.9923532354128994
208,Fevzipaşa Caddesi 4,Fevzipaşa Caddes,YOL ÜSTÜ,YOL ÜSTÜ,26,08:00-19:00,FATİH,28.9506969095039999,41.0166492325389029
209,Fevzipaşa Caddesi 12,Fevzipaşa Caddes,YOL ÜSTÜ,YOL ÜSTÜ,30,08:00-19:00,FATİH,28.9472841009953008,41.0200360261000014
210,Başkomutan Caddesi 2,Başkomutan Caddes,YOL ÜSTÜ,YOL ÜSTÜ,100,09:00-17:30,SİLİVRİ,28.2458668556303003,41.0741005683343019
211,Başkomutan Caddesi 5,Başkomutan Caddes,YOL ÜSTÜ,YOL ÜSTÜ,50,09:00-17:30,SİLİVRİ,28.2486526121714014,41.0734997438993972
212,Çırağan Sarayı Yol Üstü 1,Çırağan Sarayı Yol Üst,YOL ÜSTÜ,YOL ÜSTÜ,40,08:00-23:00,BEŞİKTAŞ,29.0162684593891989,41.0448096163922997
213,Cihangir Caddesi 2,Cihangir Caddes,YOL ÜSTÜ,YOL ÜSTÜ,70,09:00-20:00,BEYOĞLU,28.9866401855667988,41.0312520349405006
214,Eski Salı Pazarı 1,Eski Salı Pazar,AÇIK OTOPARK,AÇIK OTOPARK,760,24 Saat,KADIKÖY,29.0334696731640989,40.9905799188887983
215,Etyemez Tekkesi Sokak 2,Etyemez Tekkesi Soka,YOL ÜSTÜ,YOL ÜSTÜ,59,08:00-17:00,FATİH,28.9366560828552011,41.0029341019472966
216,İmç Önü 8,İm,YOL ÜSTÜ,YOL ÜSTÜ,35,08:30-18:30,FATİH,28.9590951452880994,41.0201366525683966
217,Horhor Caddesi Üzeri Cep 1,Horhor Caddesi Üzeri Ce,YOL ÜSTÜ,YOL ÜSTÜ,40,08:00-18:00,FATİH,28.9518573153196996,41.0142025900192024
218,Millet Caddesi 2,Millet Caddes,YOL ÜSTÜ,YOL ÜSTÜ,45,07:30-18:30,FATİH,28.9457781051854006,41.0100998055265009
219,Kasım Sokak 2,Güngören Kasım Soka,YOL ÜSTÜ,YOL ÜSTÜ,50,08:00-19:00,GÜNGÖREN,28.8862575687310006,41.0091756891741994
220,Kasım Sokak 3,Güngören Kasım Soka,YOL ÜSTÜ,YOL ÜSTÜ,50,08:00-19:00,GÜNGÖREN,28.8880972445929984,41.0095399869678019
221,Sabancı Öğretmen Evi Önü 1,Sabancı Öğretmen Evi Ön,YOL ÜSTÜ,YOL ÜSTÜ,27,09:00-20:00,BEYKOZ,29.0653946484149017,41.0793031349730029
222,Yeşilköy İstasyon Caddesi 2,Yeşilköy İstasyon Caddes,YOL ÜSTÜ,YOL ÜSTÜ,35,08:00-18:00,BAKIRKÖY,28.8248261886532013,40.9618791918256022
223,Yeşilköy İstasyon Caddesi 5,Yeşilköy İstasyon Caddes,YOL ÜSTÜ,YOL ÜSTÜ,50,08:00-18:00,BAKIRKÖY,28.8233813015515992,40.9598146793368016
224,Yeşilköy İstasyon Caddesi 6,Yeşilköy İstasyon Caddes,YOL ÜSTÜ,YOL ÜSTÜ,50,08:00-18:00,BAKIRKÖY,28.8231015016162004,40.9594651936517025
225,Reşitapaşa Caddesi 1,Reşitpaşa Caddes,YOL ÜSTÜ,YOL ÜSTÜ,45,08:30-17:30,AVCILAR,28.7187442759327993,40.980525378039502
226,Gürpınar Yolu Caddesi 1,Gürpınar Yolu Caddes,YOL ÜSTÜ,YOL ÜSTÜ,40,08:00-18:00,BEYLİKDÜZÜ,28.6275832039646012,41.0185711653701972
227,Gürpınar Yolu Caddesi 4,Gürpınar Yolu Caddes,YOL ÜSTÜ,YOL ÜSTÜ,30,08:00-18:00,BEYLİKDÜZÜ,28.6274288238872998,41.0177784644350965
228,Acıbadem P+R 1,Acıbadem P+,YOL ÜSTÜ,YOL ÜSTÜ,80,06:00-17:00,ÜSKÜDAR,29.0599337785500005,41.013649361654501
229,Emirgan Sahil 1,Emirgan Sahi,YOL ÜSTÜ,YOL ÜSTÜ,50,08:00-00:00,SARIYER,29.0571677343043007,41.1059939369756009
230,Kartal İdo Açık Otoparkı,Kartal İdo Açık Otopark,AÇIK OTOPARK,AÇIK OTOPARK,90,24 Saat,KARTAL,29.1880633493853985,40.8873395511241995
231,İshakpaşa Caddesi,İshakPaşa Caddes,YOL ÜSTÜ,YOL ÜSTÜ,200,08:00-02:00,FATİH,28.9814928372387008,41.0080509671785975
232,Levent Metro Yer Altı Otoparkı,Levent Metro Yer Altı Otopark,KAPALI OTOPARK,KAPALI OTOPARK,100,07:30-19:30,BEŞİKTAŞ,29.0106559103637984,41.0811486773446006
233,Eminönü Açık Otoparkı,Eminönü Açı,AÇIK OTOPARK,AÇIK OTOPARK,300,24 Saat,FATİH,28.9690391064942006,41.0189586751657984
234,Bostancı Açık,Bostancı Açı,AÇIK OTOPARK,AÇIK OTOPARK,375,24 Saat,KADIKÖY,29.0901840939692988,40.9523622036885016
235,Beşiktaş Halk Pazarı 1,Beşiktaş Halk Pazar,KAPALI OTOPARK,KAPALI OTOPARK,200,24 Saat,BEŞİKTAŞ,29.0006257751307999,41.0497088077805969
236,Kutlugün Sokak 1,Kutlugün Soka,YOL ÜSTÜ,YOL ÜSTÜ,200,08:00-02:00,FATİH,28.9811457957633998,41.0070033341579006
237,Paşalimanı Caddesi 1,Paşalimanı Caddes,YOL ÜSTÜ,YOL ÜSTÜ,30,07:00-17:00,ÜSKÜDAR,29.0235417812891008,41.0324278613706994
238,Hacı Pervane Caddesi 1,Silivri Hacı Pervane Caddes,YOL ÜSTÜ,YOL ÜSTÜ,35,09:00-17:30,SİLİVRİ,28.2477600281461996,41.0744385757196966
239,Kalamış Fener Caddesi 1,Kalamış Fener Caddes,YOL ÜSTÜ,YOL ÜSTÜ,26,09:00-19:00,KADIKÖY,29.0398761698559014,40.9723742783255034
240,Eski Salı Pazarı,Eski Salı Pazar,AÇIK OTOPARK,AÇIK OTOPARK,760,24 Saat,KADIKÖY,29.0333458664071991,40.9907026712810989
241,Nadide Sokak 1,Nadide Soka,YOL ÜSTÜ,YOL ÜSTÜ,45,08:00-18:00,GÜNGÖREN,28.8907599449157999,41.0094469767614029
242,Güneş Plajı 1,Güneş Plajı ,AÇIK OTOPARK,AÇIK OTOPARK,250,24 Saat,BAKIRKÖY,28.7903692226486996,40.971560049902898
243,Beşiktaş Barbaros Bulvarı Taksi Durağı,Beşiktaş Barboros Bulvarı Taksi Durağ,TAKSİ PARK,TAKSİ PARK,10,07:00-17:00,BEŞİKTAŞ,29.0071029305494008,41.0428187170476022
244,Kalamış Açık Otoparkı,Kalamış Açık Otopark,AÇIK OTOPARK,AÇIK OTOPARK,170,24 Saat,KADIKÖY,29.0360069274901988,40.9685576207815032
245,Eminönü Açık Otoparkı,Eminönü Açı,AÇIK OTOPARK,AÇIK OTOPARK,280,24 Saat,FATİH,28.9692768408792993,41.0184137869714007
246,Kadıköy Açık Otoparkı,Kadıköy Açık Otopark,AÇIK OTOPARK,AÇIK OTOPARK,1004,24 Saat,KADIKÖY,29.0184447419547986,40.9899909968513967
247,Merter Katlı Otoparkı,Merter Katl,KAPALI OTOPARK,KAPALI OTOPARK,1000,24 Saat,GÜNGÖREN,28.8873910903930984,41.0091636163379007
248,Karaköy Katlı,Karaköy Katl,KAPALI OTOPARK,KAPALI OTOPARK,600,24 Saat,BEYOĞLU,28.977250140974899,41.0229402951221971
249,Fatih Katlı Otoparkı,Fatih Katlı Otopark,KAPALI OTOPARK,KAPALI OTOPARK,118,24 Saat,FATİH,28.939663983822701,41.0197286892248982
250,Suadiye Cep Açık Otoparkı,Suadiye Ce,AÇIK OTOPARK,AÇIK OTOPARK,130,24 Saat,KADIKÖY,29.0734045417536002,40.9585591053445981
251,Vali Konağı Müze Önü 1,Vali Konağı Caddesi Müze Ön,YOL ÜSTÜ,YOL ÜSTÜ,35,08:00-19:00,ŞİŞLİ,28.9882120800958987,41.0494579175706988
252,Hidiv Kasrı,Hıdiv Kasr,AÇIK OTOPARK,AÇIK OTOPARK,130,08:00-23:00,BEYKOZ,29.0755519632817006,41.1034800086367014
253,Ebu Suut Caddesi 1,Ebu Suut Caddes,YOL ÜSTÜ,YOL ÜSTÜ,40,08:00-18:00,FATİH,28.9763924538999014,41.0129697424889983
254,Kore Şehitleri Caddesi - Yüzbaşı Kaya Aldağon Sokak 4,Kore Şehitleri Caddesi - Yüzbaşı Kaya Aldağon Soka,YOL ÜSTÜ,YOL ÜSTÜ,40,07:00-17:00,ŞİŞLİ,29.0116120328574993,41.0715743916452993
255,Yeşilyurt Çarşı 3,Yeşilyurt Çarş,YOL ÜSTÜ,YOL ÜSTÜ,50,08:00-19:00,BAKIRKÖY,28.8379358175919016,40.9643809578391966
256,Fatih Su Yolu Sokak 1,Fatih Su Yolu Soka,YOL ÜSTÜ,YOL ÜSTÜ,40,08:00-22:00,FATİH,28.9540594985904995,41.0161648948097977
257,Fatih Su Yolu Sokak 2,Fatih Su Yolu Soka,YOL ÜSTÜ,YOL ÜSTÜ,40,08:00-22:00,FATİH,28.9541522394257989,41.0166520896524034
258,Münir Nurettin Selçuk Caddesi 15,Münir Nurettin Selçuk Caddes,YOL ÜSTÜ,YOL ÜSTÜ,30,09:00-18:00,KADIKÖY,29.0400183181445009,40.9788202609784022
259,Sıracevizler Caddesi Yol Üstü 4,Şişli Sıracevizler Caddes,YOL ÜSTÜ,YOL ÜSTÜ,50,08:00-18:00,ŞİŞLİ,28.9841634292099002,41.0598012396442016
260,Eski Büyükdere Caddesi 1,Eski Büyükdere Caddes,YOL ÜSTÜ,YOL ÜSTÜ,30,08:00-19:00,KAĞITHANE,29.0062693981216988,41.0881222691293004
261,Gazi Umur Paşa Sokak 6,Gazi Umur Paşa Soka,YOL ÜSTÜ,YOL ÜSTÜ,42,08:00-18:00,BEŞİKTAŞ,29.0109362691401991,41.0586236902265966
262,Çapa Yol Üstü Otoparkı 1,Çapa Yol Üstü Otopark,YOL ÜSTÜ,YOL ÜSTÜ,30,07:00-19:00,FATİH,28.9309891714305003,41.0167852916898994
263,Eyüp Tekke Parkı,Eyüp Tekke Park,AÇIK OTOPARK,AÇIK OTOPARK,70,08:00-19:00,EYÜP,28.9397962457675,41.0564862110080995
264,Tarabya Açık Otoparkı,Tarabya Açık Otopark,AÇIK OTOPARK,AÇIK OTOPARK,100,24 Saat,SARIYER,29.051756967676301,41.1381443882868965
265,Eyüp İstanbul Caddesi 4,Eyüp İstanbul Caddes,YOL ÜSTÜ,YOL ÜSTÜ,40,09:00-19:00,EYÜP,28.8898819017231006,41.1764729732220971
266,Maçka Katlı Otoparkı,Maçka Katlı Otopark,KAPALI OTOPARK,KAPALI OTOPARK,508,24 Saat,ŞİŞLİ,28.9902057964601987,41.0481365508990024
267,Mete Caddesi 3,Mete Caddes,YOL ÜSTÜ,YOL ÜSTÜ,35,07:30-20:30,BEYOĞLU,28.9880214120353017,41.0384142241513032
268,Matbaacılar Sitesi Yanı,Matbaacılar Sitesi Yan,AÇIK OTOPARK,AÇIK OTOPARK,250,07:00-19:00,ZEYTİNBURNU,28.9182994145558006,41.0233056453673015
269,Yenikapı Marmaray Taksi Durağı,Yenikapı Marmaray Taksi Durağ,TAKSİ PARK,TAKSİ PARK,20,07:00-18:00,FATİH,28.9518016576767003,41.0064432942694026
270,Şehzadebaşı Caddesi 1,Şehzadebaşı Caddes,YOL ÜSTÜ,YOL ÜSTÜ,50,07:00-19:00,FATİH,28.9580063593036989,41.0127437614197987
271,Kazlıçeşme Marmaray Açık Otoparkı 2,Kazlıçeşme Marmaray Açık Otopark,AÇIK OTOPARK,AÇIK OTOPARK,700,24 Saat,ZEYTİNBURNU,28.9164923338063993,40.9922322731923998
272,Kirazlı Metro Durağı P+R,Kirazlı Metro Durağı P+,AÇIK OTOPARK,AÇIK OTOPARK,650,24 Saat,BAĞCILAR,28.8417791173273983,41.0330978614510968
273,Alibeyköy Cep Otogarı Otobüs Otoparkı,Alibeyköy Cep Otogarı Otobüs Otopark,AÇIK OTOPARK,AÇIK OTOPARK,116,24 Saat,EYÜP,28.9449815819485003,41.0877762255869001
274,Üsküdar Ünalan Açık P+R,Üsküdar Ünalan Açık P+,AÇIK OTOPARK,AÇIK OTOPARK,180,06:30-19:00,ÜSKÜDAR,29.0604525804520009,40.9978727359680022
275,Tuzla İdo,Tuzla İdo İskeles,AÇIK OTOPARK,AÇIK OTOPARK,300,24 Saat,TUZLA,29.303644533944599,40.815008813428598
276,Kadıköy Metro Yol Üstü 2,Kadıköy Metro Yol Üst,YOL ÜSTÜ,YOL ÜSTÜ,25,06:30-23:00,KADIKÖY,29.0217040367544996,40.9899147235395986
277,Fatih Minibüs Depolama Alanı,Fatih Minübüs Depolama Alanı / A40 Alibeyköy-Aksara,MİNİBÜS PARK,MİNİBÜS PARK,119,07:00-18:00,FATİH,28.9469441351738013,41.0130242136156014
278,Selim Sırrı Tarcan Katlı Otoparkı,Selim Sırrı Tarcan Katlı Otopark,KAPALI OTOPARK,KAPALI OTOPARK,150,24 Saat,ŞİŞLİ,28.9980129749700986,41.0731471591263997
279,Bayrampaşa Nikah Dairesi Otoparkı,Bayrampaşa Nikah Dairesi Otopark,KAPALI OTOPARK,KAPALI OTOPARK,190,24 Saat,BAYRAMPAŞA,28.913043737411499,41.0431703036577034
280,Rumeli Caddesi 6,Şişli Rumeli Caddes,YOL ÜSTÜ,YOL ÜSTÜ,45,08:00-23:00,ŞİŞLİ,28.9913344341270012,41.0518530035512015
281,Bayrampaşa Muratpaşa Yer Altı Otoparkı,Bayrampaşa Muratpaşa Yer Altı Otopark,KAPALI OTOPARK,KAPALI OTOPARK,300,24 Saat,BAYRAMPAŞA,28.908198199129199,41.0470146103078974
282,Çekmeköy Çavuşbaşı Caddesi 1,Çekmeköy Çavuşbaşı Caddes,YOL ÜSTÜ,YOL ÜSTÜ,50,08:00-19:00,ÇEKMEKÖY,29.1724856900986005,41.0303729442974969
283,EGS Blokları Açık Otoparkı,EGS Blokları Açık Otopark,AÇIK OTOPARK,AÇIK OTOPARK,350,24 Saat,BAKIRKÖY,28.8353911042213014,40.9863106354600006
284,Altunizade Açık Otopark,Altunizade Açık Otopar,AÇIK OTOPARK,AÇIK OTOPARK,80,08:00-19:00,ÜSKÜDAR,29.0394911170006012,41.0245442767946003
285,Yenikapı Marmaray Büyük Otoparkı,Yenikapı Marmaray Büyük Otopark,AÇIK OTOPARK,AÇIK OTOPARK,350,24 Saat,FATİH,28.9506012947386999,41.0057551467445975
286,Yenikapı Marmaray Küçük Otoparkı,Yenikapı Marmaray Küçük Otopark,AÇIK OTOPARK,AÇIK OTOPARK,200,24 Saat,FATİH,28.9515739830514995,41.0049568024718027
287,Nispetiye Caddesi Açık Otoparkı,Nispetiye Caddesi Açık Otopark,AÇIK OTOPARK,AÇIK OTOPARK,90,08:00-19:00,BEŞİKTAŞ,29.0177193407245007,41.0735048337775979
288,Haliç Sosyal Tesisleri Otoparkı,Haliç Sosyal Tesisleri Otopark,AÇIK OTOPARK,AÇIK OTOPARK,60,07:30-00:00,FATİH,28.9572405370037984,41.0277372163961971
289,Sabancı Öğretmenevi Açık Otoparkı,Sabancı Öğretmenevi Açık Otopark,AÇIK OTOPARK,AÇIK OTOPARK,350,07:30-23:00,BEYKOZ,29.0673535830188996,41.0810906777251006
290,Damla Sokak 1,Damla Soka,YOL ÜSTÜ,YOL ÜSTÜ,17,08:00-18:30,ŞİŞLİ,29.0003845095633999,41.067192642045498
291,Fatih Halıcılar Caddesi 1,Fatih Halıcılar Caddes,YOL ÜSTÜ,YOL ÜSTÜ,40,09:00-19:00,FATİH,28.9482262730597988,41.0182851861138005
292,Şişli Ali Kaya Sokak 1,Şişli Ali Kaya Soka,YOL ÜSTÜ,YOL ÜSTÜ,50,07:00-18:00,ŞİŞLİ,29.0100899530254992,41.0798759872551003
